state,year,quarter,transaction_count,transaction_amount,transaction_type_Financial Services,transaction_type_Merchant payments,transaction_type_Others,transaction_type_Peer-to-peer payments,transaction_type_Recharge & bill payments,avg_amount_per_transaction,amount_scaled,count_scaled,principal_component_1,principal_component_2
uttarakhand,2021,1,30208,38400863.99560504,True,False,False,False,False,1271.2150422273912,-0.25549733960463644,-0.276252687808201,-68599335222.113625,-17648201.64338959
uttarakhand,2021,1,56148,36320362.17233381,False,False,True,False,False,646.8683153867245,-0.25550508840839375,-0.2760992693264679,-68601415712.7613,-17621380.286562935
uttarakhand,2021,4,19850878,13515464697.761791,False,True,False,False,False,680.8497184740036,-0.20530217913687746,-0.15902612272212427,-55122264201.056015,-3536797.143565798
uttarakhand,2021,4,14819203,49969580473.07786,False,False,False,True,False,3371.947902534155,-0.06952926794328938,-0.18878525684218606,-18668153828.34198,-24011461.594644383
uttarakhand,2021,4,5536262,2540546090.023079,False,False,False,False,True,458.8919545395574,-0.24617813011781842,-0.24368790581049593,-66097187888.08516,-13202127.309581796
uttarakhand,2021,4,38764,51212042.381750934,True,False,False,False,False,1321.1237844843395,-0.2554496245264261,-0.2762020845495384,-68586524041.25247,-17645072.820053637
uttarakhand,2021,4,116173,71304856.17664191,False,False,True,False,False,613.7816547445784,-0.2553747890856266,-0.275744259906035,-68566431196.46788,-17576175.708688367
uttarakhand,2021,2,9374939,32674145244.390625,False,False,False,True,False,3485.264836858205,-0.13394590626836603,-0.2209845905751923,-35963589811.44621,-22128891.74543344
uttarakhand,2021,2,9134389,6257528832.057196,False,True,False,False,False,685.0517130436634,-0.23233427306604434,-0.22240728971863474,-62380203955.309525,-11178619.183255471
uttarakhand,2021,2,5388285,1979824048.8157122,False,False,False,False,True,367.43120469977225,-0.2482665325460755,-0.24456309496513814,-66657909941.66593,-13112566.65106539
uttarakhand,2021,2,31497,35404991.874676295,True,False,False,False,False,1124.0750507882115,-0.2555084976939433,-0.2762450641989892,-68602331093.41968,-17645643.50771828
uttarakhand,2021,2,71322,43914757.70001851,False,False,True,False,False,615.7252699029543,-0.2554768031745424,-0.27600952483757746,-68593821311.48693,-17609423.48770993
uttarakhand,2021,3,13673085,9001414756.070686,False,True,False,False,False,658.3309294186854,-0.2221147032873507,-0.19556381056026542,-59636316354.78662,-7802310.929149266
uttarakhand,2021,3,11867174,39256650720.01872,False,False,False,True,False,3308.0032971639853,-0.10942944461881689,-0.20624461718189638,-29381083870.688118,-22425191.636047754
uttarakhand,2021,3,5388011,2182554095.263321,False,False,False,False,True,405.0760281044937,-0.2475114669517746,-0.2445647154996021,-66455179913.52545,-13198722.807106115
uttarakhand,2021,3,27839,38013969.98341857,True,False,False,False,False,1365.493372011156,-0.25549878058668307,-0.27626669892551886,-68599722117.09467,-17650406.74397945
uttarakhand,2021,3,86175,48863242.2282843,False,False,True,False,False,567.0234085092463,-0.25545837260405374,-0.27592167885804075,-68588872821.11054,-17596666.80642628
telangana,2020,1,95668911,327641798044.80554,False,False,False,True,False,3424.7468129412023,0.9646575319686331,0.28938897021735827,259004073077.95612,-60791530.793948315
telangana,2020,1,76818285,31076431477.91269,False,True,False,False,False,404.54471846009955,-0.13989657177526796,0.1778995939398515,-37561274863.66023,45991284.742101096
telangana,2020,1,26324268,12324266104.564993,False,False,False,False,True,468.1712746795084,-0.20973878382110214,-0.1207401680009893,-56313459945.05579,3441217.540937379
telangana,2020,1,88184,59500639.38684589,True,False,False,False,False,674.7328243995042,-0.2554187537476085,-0.2759097969100916,-68578235424.05541,-17599164.107566413
telangana,2020,1,509877,241784101.54604858,False,False,True,False,False,474.200839704573,-0.25473984120801096,-0.2734157529695566,-68395951799.61155,-17254691.552639246
telangana,2020,4,160607487,591976601278.5154,False,False,False,True,False,3685.859310397624,1.9491692942626095,0.6734590448445601,523338880102.6045,-107832626.30247316
telangana,2020,4,143897953,81725950703.21272,False,True,False,False,False,567.9438032256979,0.04874694705700224,0.5746328560724846,13088268233.673752,91614384.2106384
telangana,2020,4,38174710,22006183348.80398,False,False,False,False,True,576.4597386281122,-0.17367860070521274,-0.05065239546798323,-46631538549.398315,11190125.713449128
telangana,2020,4,230134,275357720.01805824,True,False,False,False,False,1196.5103809869825,-0.2546147966740181,-0.27507025359929693,-68362378302.65913,-17548657.257674813
telangana,2020,4,733503,366346176.40682477,False,False,True,False,False,499.4474138576458,-0.25427591127394267,-0.2720931484438802,-68271389641.19351,-17083833.57498451
telangana,2020,2,76683293,279478553909.7438,False,False,False,True,False,3644.5820592204323,0.7852741144952972,0.1771012027414662,210840825221.7597,-59373840.71373113
telangana,2020,2,44181999,26712043204.891262,False,True,False,False,False,604.5910961360363,-0.1561516828595564,-0.015123129557730307,-41925676570.713005,15203879.433688298
telangana,2020,2,30885875,15106945863.857046,False,False,False,False,True,489.12151149536953,-0.19937472687435867,-0.09376118495538069,-53530778503.02957,6824002.632022753
telangana,2020,2,116776,134169906.74750492,True,False,False,False,False,1148.9510408603217,-0.255140648968748,-0.27574069354734243,-68503566151.28248,-17602204.11429279
telangana,2020,2,187200,100126467.191328,False,False,True,False,False,534.8636067912821,-0.2552674433456593,-0.2753241807039511,-68537609557.95033,-17517358.361034658
telangana,2020,3,116668399,437459188905.0534,False,False,False,True,False,3749.594514492767,1.3736710696629433,0.41358748857250405,368821462980.2187,-86313783.64001948
telangana,2020,3,86836471,49743225885.179474,False,True,False,False,False,572.8379482991596,-0.07037232285512456,0.23715074605395373,-18894477887.386917,48101690.120250575
telangana,2020,3,32352860,18378477087.576897,False,False,False,False,True,568.0634443933827,-0.18718994858916066,-0.08508490849334392,-50259246951.40941,6905074.755577732
telangana,2020,3,195857,223377023.50525153,True,False,False,False,False,1140.5107987217793,-0.25480839814648043,-0.27527298009499335,-68414359009.02839,-17560913.76790501
telangana,2020,3,318539,156875854.55487928,False,False,True,False,False,492.4855498224057,-0.2550560809420753,-0.27454739466029865,-68480860120.04003,-17410060.011233103
telangana,2022,1,449186799,243841863780.6793,False,True,False,False,False,542.8518031329752,0.6525456951873421,2.3802207991476814,175204296093.364,328226337.24345803
telangana,2022,1,368048408,1375289566667.7056,False,False,False,True,False,3736.708369806902,4.866608914580778,1.9003391970857408,1306651863082.6147,-232225152.26263106
telangana,2022,1,66352138,50470450179.88254,False,False,False,False,True,760.6454245661615,-0.06766378480715478,0.11599903949361196,-18167262335.678238,27309286.270196408
telangana,2022,1,284035,394283511.9410973,True,False,False,False,False,1388.1511501790178,-0.254171859007256,-0.27475146371556924,-68243452498.573364,-17545136.576633997
telangana,2022,1,2582005,642005688.7661512,False,False,True,False,False,248.64618339861897,-0.2532492207701348,-0.2611604433428547,-67995729370.49173,-15352108.872195074
telangana,2022,4,1002521735,491556008133.53546,False,True,False,False,False,490.3195521576751,1.5751540154634742,5.652842455701375,422918652626.9875,776622537.0106016
telangana,2022,4,694612831,2393380395296.8516,False,False,False,True,False,3445.6322838885935,8.658475833379278,3.8317585480767313,2324742738699.936,-336952700.5597136
telangana,2022,4,121188131,92136759501.42021,False,False,False,False,True,760.2787396846661,0.08752187790773402,0.44031880782001803,23499066477.195023,64494252.49816423
telangana,2022,4,401838,498719426.0054372,True,False,False,False,False,1241.0957301336289,-0.25378288871448923,-0.2740547344401797,-68139016543.97543,-17471575.58106611
telangana,2022,4,782297,680680558.3343163,False,False,True,False,False,870.105034704615,-0.2531051766884276,-0.2718045631933912,-67957055266.80086,-17168200.47444684
telangana,2022,2,565370506,307468406704.909,False,True,False,False,False,543.8352433349415,0.8895219810819507,3.06737299383016,238830882527.04755,417456038.66525364
telangana,2022,2,422056582,1580014085694.835,False,False,False,True,False,3743.6072628168017,5.629102897766123,2.219762946363195,1511376386619.112,-264944053.91834775
telangana,2022,2,75099130,63136761649.3931,False,False,False,False,True,840.7122911995532,-0.020488261667332506,0.16773189347863832,-5500948297.248917,30690471.293999523
telangana,2022,2,245023,324857780.5553103,True,False,False,False,False,1325.825659449563,-0.25443043430010054,-0.27498219470282337,-68312878240.256134,-17554737.87845694
telangana,2022,2,611316,470432687.3850265,False,False,True,False,False,769.5409369050155,-0.2538882423287241,-0.27281580627069296,-68167303191.31689,-17250114.54089658
telangana,2022,3,880414292,447150646953.73706,False,True,False,False,False,507.8866290754592,1.4097667873890414,4.930655157576039,378513243703.5493,673326466.3111949
telangana,2022,3,626830752,2170173323588.53,False,False,False,True,False,3462.136017839358,7.827143807343543,3.430870974873449,2101535658305.68,-310177972.92811286
telangana,2022,3,119779835,87937210666.27194,False,False,False,False,True,734.1570529486198,0.07188070930657958,0.4319896391943126,19299517422.280167,64865003.760286175
telangana,2022,3,340458,442783619.09123904,True,False,False,False,False,1300.5528408533182,-0.25399122094757676,-0.27441775781754196,-68194952371.87279,-17509259.592731927
telangana,2022,3,800064,621900924.4423015,False,False,True,False,False,777.313970435242,-0.2533241007205342,-0.2716994827706868,-68015834887.89195,-17125532.768031422
telangana,2019,1,40488967,87361237975.49301,False,False,False,True,False,2157.655392282372,0.06973550601932794,-0.03696504792441338,18723511193.339172,-14181858.875093114
telangana,2019,1,12341901,4144368545.535969,False,True,False,False,False,335.7966123319227,-0.24020471287284217,-0.20343691110719667,-64493362693.42361,-7075913.27218952
telangana,2019,1,11525394,3619117615.485172,False,False,False,False,True,314.01248542871264,-0.24216100357866216,-0.20826602692309681,-65018613922.238785,-7669909.11515267
telangana,2019,1,463688,54547989.275453925,True,False,False,False,False,117.63942408570833,-0.2554371998327609,-0.2736889313139194,-68583187914.64833,-17221562.059218653
telangana,2019,1,470752,343989909.8750894,False,False,True,False,False,730.724266439844,-0.2543591769169538,-0.27364715227941816,-68293746017.02793,-17337113.80740626
telangana,2019,4,82587060,249346680995.99316,False,False,False,True,False,3019.1979348337763,0.6730483200080443,0.2120182023423138,180708957512.7564,-40705364.43620512
telangana,2019,4,59347809,21510626607.08445,False,True,False,False,False,362.4502230079707,-0.17552429576745396,0.07457292072957449,-47127086277.13042,32573154.60305559
telangana,2019,4,20797056,9561315124.602655,False,False,False,False,True,459.74368317336143,-0.22002936116898766,-0.15343008601398,-59076413018.58003,-915530.1299428623
telangana,2019,4,137291,33453857.404595934,True,False,False,False,False,243.6711612894941,-0.2555157646705658,-0.2756193604651237,-68604282182.89736,-17539022.96171044
telangana,2019,4,703042,294688962.659046,False,False,True,False,False,419.162671161959,-0.25454279769572624,-0.2722733057442685,-68343046861.415596,-17083938.558813024
telangana,2019,2,46741594,141095702899.16147,False,False,False,True,False,3018.632674340577,0.26986886761512036,1.5235081885637947e-05,72457973944.18083,-30692664.81099412
telangana,2019,2,25682382,8442740781.469844,False,True,False,False,False,328.73667175692054,-0.2241954777164211,-0.12453651247152644,-60194985191.78106,4443655.019806787
telangana,2019,2,16225017,5603477828.5489645,False,False,False,False,True,345.3603671755145,-0.2347702780802033,-0.18047076765640588,-63034251896.33981,-3810917.397912508
telangana,2019,2,252173,43627344.86329399,True,False,False,False,False,173.00561465063265,-0.25547787364015995,-0.27493990703341736,-68594108647.68429,-17428450.747767273
telangana,2019,2,709213,490894328.3915366,False,False,True,False,False,692.1676962936898,-0.2538120331954571,-0.27223680823267343,-68146841510.674484,-17160885.67696183
telangana,2019,3,59981113,180342868388.36203,False,False,False,True,False,3006.660919885932,0.4160444585253098,0.0783185081681057,111705141520.35008,-34079351.40591253
telangana,2019,3,44035953,14308557740.55424,False,True,False,False,False,324.92899019476744,-0.20234831373712406,-0.015986898084453225,-54329160983.94937,20312299.1417796
telangana,2019,3,16437222,6793699069.387364,False,False,False,False,True,413.3118765073176,-0.2303373135329601,-0.17921571102895126,-61844030672.40444,-4102923.6483379733
telangana,2019,3,183163,39617186.74048498,True,False,False,False,False,216.2947032997111,-0.25549280942535463,-0.2753480569726772,-68598118834.68184,-17495761.925677758
telangana,2019,3,857925,445278745.3818412,False,False,True,False,False,519.0182654449295,-0.2539819278800296,-0.2713572720239035,-68192457026.59248,-16992849.6449179
telangana,2024,1,1341371332,554207756092.0,False,True,False,False,False,413.1650519663857,1.8084996893543646,7.6569207404975685,485570538509.9154,1088931059.047873
telangana,2024,1,735409951,2516930587879.0,False,False,False,True,False,3422.4864437264055,9.118637024197827,4.073047376507076,2448292937478.684,-348494924.67427087
telangana,2024,1,101670893,131284438344.0,False,False,False,False,True,1291.26866569373,0.23332693201160382,0.32488684862250106,62646733538.985886,28392957.187336154
telangana,2024,1,494360,861174964.0,True,False,False,False,False,1741.9996844404886,-0.25243292746799856,-0.2735075260837067,-67776560999.309235,-17532599.9611381
telangana,2024,1,438771,485343794.0,False,False,True,False,False,1106.1437378495843,-0.253832706093345,-0.27383629940602977,-68152392159.13481,-17428976.290037017
telangana,2024,4,1807552234,746607282900.0,False,True,False,False,False,413.0488009454669,2.5250893888000223,10.414082120520996,677970245541.1831,1473606062.1538632
telangana,2024,4,905771898,2978379284690.0,False,False,False,True,False,3288.2222237921537,10.837297087677962,5.080629151905499,2909741665053.8203,-373615654.2145747
telangana,2024,4,106373063,132027650387.0,False,False,False,False,True,1241.1756008849723,0.23609501623381315,0.3526971717624755,63389947507.26878,32780281.216931604
telangana,2024,4,2272332,1391283281.0,True,False,False,False,False,612.2711298349009,-0.2504585454835161,-0.26299196074816444,-67246451976.67707,-15979196.930331605
telangana,2024,4,482076,645034160.0,False,False,True,False,False,1338.0341688862336,-0.25323794126582805,-0.273580178074054,-67992701789.118675,-17453320.6294567
telangana,2024,2,1526789940,632844110484.0,False,True,False,False,False,414.4932409523212,2.1013798356527413,8.753553019773786,564206964394.3862,1241037076.479285
telangana,2024,2,782892642,2696304021334.0,False,False,False,True,False,3444.027797280026,9.786711197250886,4.353877074341386,2627666374953.437,-376999875.07055384
telangana,2024,2,106504222,130765020697.0,False,False,False,False,True,1227.7918963344007,0.23139236729761709,0.3534728932214436,62127317986.127716,33446325.694459356
telangana,2024,2,612770,1074628255.0,True,False,False,False,False,1753.722040896258,-0.2516379232796774,-0.2728072067921872,-67563107677.300674,-17504614.796161532
telangana,2024,2,464783,554652542.0,False,False,True,False,False,1193.3580660222083,-0.25357456650369914,-0.27368245509042294,-68083083406.3345,-17432325.42959139
telangana,2024,3,1664638136,684200679447.0,False,True,False,False,False,411.02066848659535,2.2926567526405965,9.568836787698496,615563587145.5175,1357129171.4200249
telangana,2024,3,841546198,2740602255389.0,False,False,False,True,False,3256.62722011252,9.951699431650878,4.700775282119622,2671964629880.836,-337112303.61089724
telangana,2024,3,102792228,124734574180.0,False,False,False,False,True,1213.4630857500238,0.20893204253053735,0.3315188267726239,56096870437.736984,32288998.974996917
telangana,2024,3,714030,1263598650.0,True,False,False,False,False,1769.6716524515778,-0.2509341053399778,-0.2722083187636485,-67374137256.36048,-17483407.985521074
telangana,2024,3,447243,515868932.0,False,False,True,False,False,1153.4421600785256,-0.2537190155878232,-0.2737861929535532,-68121867020.28487,-17433435.59876842
telangana,2023,1,830385203,369961744486.0,False,True,False,False,False,445.53027095064937,1.122277658192306,4.634765146902554,301324326968.2735,655996774.3393458
telangana,2023,1,522865792,1898813645344.0,False,False,False,True,False,3631.5507237161155,6.816467983442125,2.815984840847134,1830175960367.881,-299187323.0595809
telangana,2023,1,86187673,102787343319.0,False,False,False,False,True,1192.5991239953769,0.1271898479042327,0.23331352153153767,34149634511.914,24981910.438840397
telangana,2023,1,326874,458821191.0,True,False,False,False,False,1403.6637695258723,-0.2539314892059005,-0.274498098475054,-68178914807.157646,-17529637.558553
telangana,2023,1,565916,560179944.0,False,False,True,False,False,989.8641211769944,-0.25355397976212235,-0.27308431818552265,-68077555961.987686,-17333534.001791634
telangana,2023,4,1225132365,532737433404.0,False,True,False,False,False,434.8407148675727,1.7285337334227335,6.969441718316996,464100168506.3568,981787535.7212844
telangana,2023,4,695789540,2453419152855.0,False,False,False,True,False,3526.093756533046,8.882089456278766,3.8387180279619155,2384781491369.2695,-361210099.91382116
telangana,2023,4,99012602,129036561862.0,False,False,False,False,True,1303.233722329608,0.22495474337189472,0.309164760371739,60398856132.56186,26686930.198431604
telangana,2023,4,483067,734596496.0,True,False,False,False,False,1520.6927734662065,-0.25290436743380956,-0.27357431694393075,-67903139460.73533,-17490270.75693501
telangana,2023,4,404604,489730148.0,False,False,True,False,False,1210.3937380747595,-0.25381636917117756,-0.2740383753221969,-68148005820.0025,-17465001.47003477
telangana,2023,2,977182965,429169888297.0,False,True,False,False,False,439.19092295781064,1.3427976702846414,5.502979864244773,360532527654.16785,777712286.2899768
telangana,2023,2,593322476,2155918289810.0,False,False,False,True,False,3633.6366428329948,7.774051107270854,3.232690989159736,2087280611611.211,-337647412.2253792
telangana,2023,2,94107914,112036624317.0,False,False,False,False,True,1190.5122487041845,0.16163868257865177,0.28015667300340585,43398918035.209305,28983894.859912805
telangana,2023,2,354045,517795343.0,True,False,False,False,False,1462.5127963959383,-0.2537118406934646,-0.2743373994169519,-68119940648.939026,-17527449.67234842
telangana,2023,2,463571,507337241.0,False,False,True,False,False,1094.411084817644,-0.25375079176727067,-0.27368962329396423,-68130398703.60232,-17413493.33569406
telangana,2023,3,1128208049,480552979790.0,False,True,False,False,False,425.9435839125094,1.5341733701131641,6.396196483014785,411915678515.01996,906970032.3578305
telangana,2023,3,647331506,2272184853961.0,False,False,False,True,False,3510.079198834793,8.207084512512472,3.5521198011288004,2203547188209.3096,-332892177.4325685
telangana,2023,3,98661838,116319676778.0,False,False,False,False,True,1178.9733410196554,0.17759085941950645,0.30709021602607095,47681972041.05969,31723396.82836046
telangana,2023,3,420147,666845736.0,True,False,False,False,False,1587.1724325057658,-0.253156704316083,-0.27394644843470356,-67970890241.31071,-17524489.62165486
telangana,2023,3,424384,478544808.0,False,False,True,False,False,1127.6221723721912,-0.2538580288340768,-0.2739213892941059,-68159191150.61948,-17440483.04683339
telangana,2018,1,4209319,831912767.5937189,False,False,False,False,True,197.6359519422783,-0.25254191416290256,-0.2515359235593921,-67805821619.32857,-13805245.004132189
telangana,2018,1,3307245,11748268950.760422,False,False,False,True,False,3552.282625194209,-0.2118840782205955,-0.25687111336243396,-56889466797.834946,-19331794.780690722
telangana,2018,1,351474,282899066.6137372,False,True,False,False,False,804.893296840555,-0.2545867090202693,-0.27435260523485994,-68354836905.3371,-17430511.9953268
telangana,2018,1,262876,57011875.36233704,True,False,False,False,False,216.8774454964966,-0.2554280231189729,-0.2748766056452142,-68580724113.85215,-17423417.812723212
telangana,2018,1,391852,388111458.2121352,False,False,True,False,False,990.4541975341077,-0.2541948467463631,-0.2741137952327235,-68249624506.07419,-17434704.930558696
telangana,2018,4,15571288,44541667501.74112,False,False,False,True,False,2860.499882973144,-0.08974546384188371,-0.18433715588481367,-24096065994.025467,-20959959.890507676
telangana,2018,4,7121135,2165870863.16865,False,False,False,False,True,304.14686186522937,-0.24757360344696688,-0.23431439735252424,-66471862409.923,-11458531.475745086
telangana,2018,4,5315161,2356841304.9649296,False,True,False,False,False,443.41861045506045,-0.2468623363572803,-0.2449955765787947,-66280892750.32401,-13345405.77010714
telangana,2018,4,392423,64569231.23559249,True,False,False,False,False,164.53987466481956,-0.2553998758388643,-0.2741104181335304,-68573166703.77726,-17297072.33309238
telangana,2018,4,521147,380139546.93821603,False,False,True,False,False,729.4286390178127,-0.25422453803302353,-0.2733490981395978,-68257596361.85978,-17302032.816074926
telangana,2018,2,4784079,20748520742.57553,False,False,False,True,False,4336.993754195015,-0.17836274979826455,-0.24813658637508534,-47889215187.98767,-21667720.997645844
telangana,2018,2,4686542,1274130053.834579,False,False,False,False,True,271.86997445762336,-0.25089488125437964,-0.24871345524373611,-67363604170.60294,-13515357.741179522
telangana,2018,2,701082,551696487.3185428,False,True,False,False,False,786.9214832480977,-0.25358557629343653,-0.27228489788860916,-68086039360.6478,-17194774.18279615
telangana,2018,2,277805,85498213.25384143,True,False,False,False,False,307.76340689995294,-0.25532192609967846,-0.27478831017436633,-68552237772.19239,-17420556.428900342
telangana,2018,2,315162,357356020.669816,False,False,True,False,False,1133.8804191806628,-0.2543093949997316,-0.2745673674518489,-68280379973.34486,-17498366.05433526
telangana,2018,3,11560952,29253505738.828743,False,False,False,True,False,2530.371697661987,-0.1466860365372343,-0.20805572413306345,-39384228084.016045,-18493799.730054855
telangana,2018,3,5328881,1568136060.627837,False,False,False,False,True,294.2711726210131,-0.24979985945500982,-0.24491443156841003,-67069597918.07808,-12997568.021795917
telangana,2018,3,1770075,855534175.4794186,False,True,False,False,False,483.332161337468,-0.25245393651629333,-0.26596248913597564,-67782201246.89487,-16254495.478760187
telangana,2018,3,307312,52554123.97376218,True,False,False,False,False,171.01227408549676,-0.25544462595984646,-0.2746137951728051,-68585181846.01639,-17377093.387702726
telangana,2018,3,365483,300363110.81379545,False,False,True,False,False,821.8251213156165,-0.2545216643998794,-0.274269750974621,-68337372856.769485,-17423901.25745242
telangana,2021,1,185230619,95927278280.53006,False,True,False,False,False,517.8802446291563,0.10163961903594404,0.8190890959992919,27289612046.381256,126930964.26489004
telangana,2021,1,179738195,676276353116.8419,False,False,False,True,False,3762.5633945909044,2.263142695524936,0.7866049267196293,607638632480.9862,-124413668.57588246
telangana,2021,1,46371555,26447601338.53346,False,False,False,False,True,570.3410493465975,-0.15713659337715497,-0.002173308540397905,-42190117485.78476,17505460.257854104
telangana,2021,1,262473,320153410.17969453,True,False,False,False,False,1219.7574995511711,-0.2544479556703943,-0.2748789891320353,-68317582602.817314,-17535294.976267878
telangana,2021,1,969268,387877900.5044867,False,False,True,False,False,400.17611280315316,-0.2541957166292069,-0.2706987495099633,-68249857819.15121,-16857190.040749088
telangana,2021,4,376584215,212974766412.01556,False,True,False,False,False,565.5435303150334,0.5375815661526397,1.9508230270898572,144337170737.91876,268699931.3466433
telangana,2021,4,331774591,1204991223519.016,False,False,False,True,False,3631.9575284142725,4.232334805087809,1.6858028080801757,1136353519848.2556,-196355792.65857568
telangana,2021,4,66477036,44760398983.30789,False,False,False,False,True,673.3212200271367,-0.08893080109694021,0.11673773114864283,-23877312966.977325,29853122.72715491
telangana,2021,4,298871,392141743.6705663,True,False,False,False,False,1312.076928409134,-0.2541798359971516,-0.27466371828014163,-68245594260.36677,-17529393.264618803
telangana,2021,4,855060,639658842.8998816,False,False,True,False,False,748.0865002454583,-0.25325796156904345,-0.2713742166634627,-67998076947.72994,-17078059.527245104
telangana,2021,2,230861833,872151973637.885,False,False,False,True,False,3777.8092736441413,2.9926790637613143,1.0889684935134878,803514257083.4418,-156268463.40190935
telangana,2021,2,205232899,123207789311.2962,False,True,False,False,False,600.3315740879157,0.2032455508414261,0.9373897678882811,54570129102.78493,135376449.8439229
telangana,2021,2,58637866,31877277168.343227,False,False,False,False,True,543.6295578755071,-0.1369138317336011,0.07037406270424514,-36760436946.82731,27471606.589084335
telangana,2021,2,278546,300569264.1443888,True,False,False,False,False,1079.0650885110135,-0.25452089658430493,-0.27478392763408244,-68337166740.286354,-17510925.582007147
telangana,2021,2,856400,420723415.91505665,False,False,True,False,False,491.2697523529386,-0.25407338390621803,-0.27136629142192364,-68217012354.50194,-16983972.315799963
telangana,2021,3,286735350,159227310549.39368,False,True,False,False,False,555.3110579124398,0.3373998199625886,1.4194245516179067,90589681635.56908,201620010.11120337
telangana,2021,3,271436926,981754679241.0405,False,False,False,True,False,3616.879595965659,3.400893008824564,1.3289441744787687,913116970040.6532,-162124166.28458324
telangana,2021,3,62744121,36434881136.01624,False,False,False,False,True,580.6899603552697,-0.1199390911426521,0.09465993038770529,-32202831648.58474,29647131.84876529
telangana,2021,3,235519,329138539.4612142,True,False,False,False,False,1397.5031290945283,-0.2544144906655778,-0.27503840477415686,-68308597485.760506,-17566055.32761255
telangana,2021,3,1734852,543116826.3422191,False,False,True,False,False,313.06233980893995,-0.2536175311364779,-0.26617081061562425,-68094618582.92019,-16157369.689584585
madhya-pradesh,2020,1,34540722,110325991607.38477,False,False,False,True,False,3194.0846982696185,0.15526745184029156,-0.07214510640076309,41688260244.75006,-29858619.612006187
madhya-pradesh,2020,1,24618074,9898242848.25793,False,True,False,False,False,402.0721868111182,-0.21877447795677488,-0.13083121245057014,-58739483706.46661,2762755.456381589
madhya-pradesh,2020,1,19788516,6311610609.846225,False,False,False,False,True,318.95320547767324,-0.23213284614190227,-0.1593949540003756,-62326117668.985085,-547403.7031387836
madhya-pradesh,2020,1,68055,30645714.401902914,True,False,False,False,False,450.30805086919275,-0.2555262235650531,-0.27602884704959835,-68607090354.9784,-17607069.34705138
madhya-pradesh,2020,1,351379,170790656.30339786,False,False,True,False,False,486.058234280927,-0.2550042554320637,-0.27435316709899893,-68466945305.62814,-17383114.716007844
madhya-pradesh,2020,4,67972167,235584201864.22342,False,False,False,True,False,3465.892177076294,0.6217901337314033,0.1255804731691553,166946473424.61932,-49490082.44630337
madhya-pradesh,2020,4,57707471,37315576877.14569,False,True,False,False,False,646.6333774555064,-0.11665895055754136,0.06487137232984001,-31322138120.147232,24237394.786491454
madhya-pradesh,2020,4,27335834,10977774483.325565,False,False,False,False,True,401.5891552211491,-0.2147537755010606,-0.11475740316317795,-57659951016.94613,5023195.214888986
madhya-pradesh,2020,4,149532,132590450.07074244,True,False,False,False,False,886.7028466866119,-0.25514653163594614,-0.27554696279222873,-68505145593.941154,-17568779.014910024
madhya-pradesh,2020,4,487537,264996097.6059612,False,False,True,False,False,543.5404853497503,-0.2546533884107715,-0.2735478797576028,-68372739815.09831,-17286864.80575958
madhya-pradesh,2020,2,34860958,128184693854.7977,False,False,False,True,False,3677.0272880853618,0.2217819713314643,-0.07025111561756026,59546961025.35527,-37103832.77081157
madhya-pradesh,2020,2,27497528,8904067957.01212,False,False,False,False,True,323.81339722654775,-0.22247727025742953,-0.11380108674122914,-59733657288.686905,6063369.675510511
madhya-pradesh,2020,2,13685723,10666223053.634727,False,True,False,False,False,779.3686203962135,-0.21591414501479028,-0.19548906488670556,-57971508201.2527,-8494932.602125589
madhya-pradesh,2020,2,80988,62073621.44351514,True,False,False,False,False,766.4545542983545,-0.2554091707072068,-0.27595235664002804,-68575662445.278046,-17607450.0945689
madhya-pradesh,2020,2,215376,104956802.17437972,False,False,True,False,False,487.31893142402,-0.255249452821716,-0.27515753771469464,-68532779211.46456,-17491228.629472326
madhya-pradesh,2020,3,50871564,174978985034.2865,False,False,False,True,False,3439.6226747478513,0.39606674015807974,0.024441361797508488,106341254788.51656,-40916607.56567907
madhya-pradesh,2020,3,31879804,20621273981.65966,False,True,False,False,False,646.844440500941,-0.1788366788129192,-0.08788273167355726,-48016450458.97358,5481906.881930038
madhya-pradesh,2020,3,25380467,9834190567.205517,False,False,False,False,True,387.4708281453417,-0.21901303989915408,-0.12632214627694083,-58803535658.800446,3552282.7377836034
madhya-pradesh,2020,3,131725,122971108.07060198,True,False,False,False,False,933.5441872886846,-0.25518235875832584,-0.27565227978930745,-68514764942.62169,-17582510.98918342
madhya-pradesh,2020,3,316321,144259293.31583393,False,False,True,False,False,456.0534814818932,-0.2551030711710863,-0.27456051270935355,-68493476681.08659,-17406933.280441225
madhya-pradesh,2022,1,237691924,143310226696.7226,False,True,False,False,False,602.9242571014848,0.2781168345869581,1.129364106131796,74672578434.9683,159319513.41864783
madhya-pradesh,2022,1,185008444,578201697703.7521,False,False,False,True,False,3125.2719346353297,1.8978648332990282,0.8177750732090432,509563988100.8014,-77596234.46958521
madhya-pradesh,2022,1,48870314,25437774564.26215,False,False,False,False,True,520.5158813643421,-0.16089768092592732,0.012605250133346223,-43199943110.89922,20432010.089511894
madhya-pradesh,2022,1,222923,219927120.15944034,True,False,False,False,False,986.5609208535698,-0.2548212472695667,-0.27511290204462374,-68417808900.59872,-17532386.294135395
madhya-pradesh,2022,1,909453,495513514.75128734,False,False,True,False,False,544.8478533264362,-0.2537948290919952,-0.2710525169149311,-68142222239.90191,-16962602.512336608
